name,address,freebikes,slots,latitude,longitude,ll,review_count,Bar,Restaurant,POI,avg_bar_rating,avg_poi_rating,avg_restaurant_rating
Public Rack - Karlov Ave & Kamerling Ave,"1345, North Karlov Avenue, Beat 2534, Humboldt Park, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",0,31,41.905621,-87.728636,"41.9056,-87.7286",1041.0,3,42,8,3.5,2.25,2.7
Public Rack - Sawyer Ave & 111th St,"3235-3237, West 111th Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.691411,-87.70229,"41.6914,-87.7023",2232.0,8,33,10,3.475,2.5375,3.153030303030303
Public Rack - Bradley Park,"9715, South Yates Avenue, Merrionette Manor, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.718353,-87.564459,"41.7184,-87.5645",71.0,4,11,7,2.025,0.0,1.9363636363636365
Public Rack - Robert Fulton Elementary School,"5300-5314, South Hermitage Avenue, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.797439,-87.668504,"41.7974,-87.6685",106.0,2,14,6,,1.0,2.5
Public Rack - Penn Elementary School / KIPP Ascend Middle School,"1616, South Avers Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",0,31,41.8586742,-87.7223835,"41.8587,-87.7224",482.0,3,31,9,0.0,0.0,1.9193548387096775
Public Rack - Rhodes Ave & 79th St,"523, East 79th Street, Avalon Highlands, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.751058,-87.611439,"41.7511,-87.6114",2681.0,17,46,3,3.195,2.05,2.628409090909091
Public Rack - McCormick Blvd & Devon Ave,"Extra Space Storage, 6331, North McCormick Road, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",0,31,41.996194,-87.712,"41.9962,-87.712",4825.0,3,45,10,4.5,4.0,3.3555555555555556
Public Rack - Milwaukee Ave & Haussen Ct,"3125-3133, North Milwaukee Avenue, Beat 2523, Avondale, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",4,31,41.937752,-87.721623,"41.9378,-87.7216",8449.0,30,55,7,3.919047619047619,3.7,4.03125
Public Rack - Bishop St & 46th St,"Fresenius Kidney Care, 4616, South Bishop Street, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.80994,-87.661522,"41.8099,-87.6615",664.0,5,47,4,3.375,0.0,2.8923913043478264
Public Rack - Hyde Park Blvd & 55th St,"5500-5510, South Hyde Park Boulevard, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",0,31,41.795,-87.584113,"41.795,-87.5841",12868.0,15,49,21,3.8041666666666667,4.2250000000000005,3.7622448979591834
Public Rack - Lowe Ave & 98th St,"Medgar Evers Elementary School, West 98th Place, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60628:60827, United States",0,31,41.715887,-87.639228,"41.7159,-87.6392",224.0,1,17,6,4.5,0.0,2.03125
Public Rack - Washtenaw Ave & Superior St,"2727-2739, West Superior Street, Ukrainian Village, West Town, Chicago, Cook County, Illinois, 60612, United States",2,31,41.894738,-87.695204,"41.8947,-87.6952",11351.0,27,46,9,3.9975,4.3875,4.001219512195123
Public Rack - Buffalo Ave & 133rd St,"13239, South Buffalo Avenue, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60633, United States",0,31,41.65428,-87.543539,"41.6543,-87.5435",292.0,11,15,7,3.96875,3.875,3.106666666666667
Public Rack - Princeton Ave & 43rd St,"Hendricks Elementary School, West 43rd Street, Fuller Park, Chicago, Lake Township, Cook County, Illinois, 60609, United States",1,31,41.815883,-87.633718,"41.8159,-87.6337",1679.0,4,32,11,4.333333333333333,3.1833333333333336,3.0161290322580645
Public Rack - The Montessori School of Englewood,"6936, South Hermitage Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",0,31,41.76766,-87.66781,"41.7677,-87.6678",34.0,4,18,3,,0.0,1.0833333333333333
Public Rack - Spaulding Ave & Evergreen Ave,"3301-3303, West Evergreen Avenue, Beat 2535, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States",2,31,41.905317,-87.709521,"41.9053,-87.7095",2277.0,8,43,12,4.220000000000001,4.541666666666667,3.4390243902439024
Public Rack - Ewing Ave & 105th St,"10502, South Ewing Avenue, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.704373,-87.53544,"41.7044,-87.5354",521.0,4,28,7,3.75,0.0,3.5535714285714284
Public Rack - May St & 78th St,"1136-1142, West 78th Street, New Auburn, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.752451,-87.652969,"41.7525,-87.653",502.0,7,35,5,4.5,0.0,2.4714285714285715
Public Rack - Normal Ave & 72nd St,"Hamilton Park Fieldhouse, 513, West 72nd Street, Greater Grand Crossing, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",0,31,41.763584,-87.637213,"41.7636,-87.6372",495.0,6,20,4,2.625,0.0,2.625
Public Rack - Kildare Ave & 63rd St,"4309, West 63rd Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.778442,-87.73047,"41.7784,-87.7305",2229.0,7,44,6,3.1,3.8333333333333335,3.302325581395349
Public Rack - Francisco Ave & Touhy Ave,"2839, West Touhy Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",0,31,42.011865,-87.701317,"42.0119,-87.7013",3136.0,6,43,7,3.6,4.125,3.4523809523809526
Public Rack - West Lawn Park,"4299, West 65th Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.774815,-87.728303,"41.7748,-87.7283",1701.0,8,45,6,3.5,3.6666666666666665,3.1670454545454545
Public Rack - Oglesby Ave & 105th St,"2403-2409, East 105th Street, Trumbull Park Terrace, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.704672,-87.565519,"41.7047,-87.5655",253.0,2,9,3,0.0,,3.0
Public Rack - California Ave & Touhy Ave - SW,"2811-2825, West Touhy Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",0,31,42.011867,-87.700407,"42.0119,-87.7004",3059.0,7,44,7,3.5833333333333335,4.125,3.380952380952381
Public Rack - Morgan St & 87th St,"8705-8711, South Morgan Street, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.73577,-87.648133,"41.7358,-87.6481",92.0,3,15,3,3.85,0.0,2.356666666666667
Public Rack - Calumet Ave & 51st St,"51st Green Line Station, East 51st Street, Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 90615, United States",0,31,41.802221,-87.618457,"41.8022,-87.6185",2105.0,5,43,13,3.85,3.29,3.072619047619048
Public Rack - Halsted St & 94th St,"9350-9352, South Halsted Street, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60628, United States",0,31,41.723442,-87.643612,"41.7234,-87.6436",180.0,1,9,6,4.5,0.0,2.4444444444444446
Public Rack - Kedzie Ave & 54th St - SW,"5410, South Kedzie Avenue, Garfield Manor, Gage Park, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.795222,-87.703719,"41.7952,-87.7037",1319.0,2,47,5,2.25,3.0,3.326595744680851
Public Rack - Kedzie Ave & 58th St,"Kedzie & 58th Street, South Kedzie Avenue, Garfield Manor, Gage Park, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.788263,-87.703576,"41.7883,-87.7036",1046.0,3,44,4,4.25,4.0,3.453488372093023
Public Rack - Keystone Ave & North Ave,"4035-4037, West North Avenue, Beat 2534, Humboldt Park, Chicago, Jefferson Township, Cook County, Illinois, 60302, United States",0,31,41.909623,-87.727951,"41.9096,-87.728",1855.0,6,49,9,4.0,4.8,3.619565217391304
Public Rack - Kedvale Ave & 63rd St E,"4114, West 63rd Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.778768,-87.725957,"41.7788,-87.726",1936.0,7,42,7,2.75,3.75,3.2560975609756095
Public Rack - Albany Ave & 111th St - NW,"111th Street & Albany EB, West 111th Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.691669,-87.698507,"41.6917,-87.6985",2246.0,7,32,9,3.4714285714285715,2.3285714285714287,3.1265625
Public Rack - Kedzie Ave & 64th St - SW,"3201-3205, West 64th Street, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.777031,-87.703223,"41.777,-87.7032",312.0,3,39,3,0.0,3.675,2.6564102564102563
Public Rack - Halsted St & 77th St,"Auburn-Gresham VA Outpatient Clinic, 7731, South Halsted Street, New Auburn, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.753637,-87.643918,"41.7536,-87.6439",417.0,8,29,7,4.5,0.0,2.603448275862069
Public Rack - Kimbark Ave & 67th St,"Woodlawn Community Academy, East 67th Street, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.774045,-87.594322,"41.774,-87.5943",1079.0,4,34,7,2.0,1.7899999999999998,2.59375
Public Rack - Laramie Ave & Fullerton Ave,"5222, West Fullerton Avenue, Beat 2515, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 690639, United States",0,31,41.9240754,-87.7568589,"41.9241,-87.7569",1996.0,6,49,2,4.25,3.85,3.7630434782608693
Public Rack - Stony Island Ave & 86th St,"8612, South Stony Island Avenue, Pierces Park, Avalon Park, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.738473,-87.585851,"41.7385,-87.5859",1022.0,7,38,6,3.4200000000000004,1.0,2.3333333333333335
Public Rack - Milwaukee Ave & Diversey Ave,"2758-2772, North Milwaukee Avenue, Logan Square, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",0,31,41.93123,-87.711501,"41.9312,-87.7115",25437.0,31,57,11,4.05,4.085714285714286,4.0777777777777775
Public Rack - Michele Clark Magnet High School,"5100-5132, West Harrison Street, Mandell, Austin, Chicago, Cook County, Illinois, 60644, United States",0,31,41.872849,-87.753432,"41.8728,-87.7534",802.0,3,40,5,5.0,2.8833333333333333,2.1153846153846154
Public Rack - Menard Ave & Madison St,"5813, West Madison Street, Austin, Chicago, Cook County, Illinois, 60644, United States",0,31,41.880021,-87.770325,"41.88,-87.7703",1587.0,4,38,8,4.2625,2.0714285714285716,2.7083333333333335
Public Rack - Calumet Ave & 133rd St,"330, East 133rd Street, Philip Murray Homes, Riverdale, Chicago, Hyde Park Township, Cook County, Illinois, 60827, United States",0,31,41.653975,-87.614225,"41.654,-87.6142",246.0,1,14,9,0.0,2.9285714285714284,3.25
Public Rack - Ada St & 117th St,"1332, West 117th Street, West Pullman, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.681128,-87.655064,"41.6811,-87.6551",491.0,2,15,5,2.75,1.3,1.6333333333333333
Public Rack - Nordica Ave & Addison St,"7100-7102, West Addison Street, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",0,31,41.945428,-87.803458,"41.9454,-87.8035",4850.0,10,48,6,4.0,3.6625,3.4
Public Rack - Kedvale Ave & Avondale Ave,"3950, North Avondale Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",0,31,41.952874,-87.731229,"41.9529,-87.7312",11674.0,20,54,5,3.9153846153846152,5.0,4.031914893617022
Public Rack - Piotrowski Park,"Piotrowski Park Fieldhouse, 4247, West 31st Street, South Lawndale, Chicago, Cook County, Illinois, 60623, United States",0,31,41.836682,-87.73083,"41.8367,-87.7308",1305.0,4,46,2,4.0,4.0,3.4318181818181817
Public Rack - Kedzie Ave & 54th St - SE,"Walgreens, 5435, South Kedzie Avenue, Garfield Manor, Gage Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",0,31,41.794326,-87.703471,"41.7943,-87.7035",1330.0,2,47,5,2.25,3.0,3.4223404255319148
Public Rack - Kimball Ave & Carmen Ave,"Von Steuben Metropolitan High School, West Carmen Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",1,31,41.973896,-87.713297,"41.9739,-87.7133",9390.0,8,55,9,4.25,4.225,4.176595744680851
Lavergne Ave & Division St,"1204-1206, North Lavergne Avenue, Beat 2523, Austin, Chicago, Cook County, Illinois, 60651, United States",0,31,41.902513,-87.750869,"41.9025,-87.7509",346.0,3,35,4,4.0,1.0166666666666666,1.8970588235294117
Eberhart Ave & 61st St,,8,31,41.784071072761,-87.61448353528975,"41.7841,-87.6145",649.0,3,29,13,0.0,2.8277777777777775,2.517857142857143
Wells St & Polk St,,8,31,41.87273154226308,-87.63351649045944,"41.8727,-87.6335",34489.0,35,60,13,3.793939393939394,3.9214285714285713,3.9141666666666666
Public Rack - Lawndale Ave & 111th St,"Shell, 3700, West 111th Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.691501,-87.71332,"41.6915,-87.7133",1730.0,10,30,4,3.1666666666666665,1.3333333333333333,3.4285714285714284
Public Rack - East End Ave & 87th St,"Walgreens, 1616, East 87th Street, Calumet Heights, Avalon Park, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.737054,-87.583998,"41.7371,-87.584",1033.0,7,37,7,3.4200000000000004,1.0,2.414285714285714
Public Rack - Pullman - Planet Fitness,"10800-10830, South Doty Avenue, Pullman, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",0,31,41.69782,-87.59779,"41.6978,-87.5978",145.0,1,9,9,,4.142857142857143,2.5625
Public Rack - Grand Ave & North Ave,"4318-4326, West Grand Avenue, Beat 2534, Humboldt Park, Chicago, Jefferson Township, Cook County, Illinois, 60651, United States",0,31,41.909614,-87.734722,"41.9096,-87.7347",1602.0,5,48,4,4.0,1.0,3.1847826086956523
Public Rack - Ingleside Ave & 79th St,"932-942, East 79th Street, Italian Bowery, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.751448,-87.601136,"41.7514,-87.6011",902.0,14,34,7,2.8600000000000003,1.775,2.8125
Public Rack - Prairie Ave & Garfield Blvd S,"Washigton Park Arts Incubator, 301, East Garfield Boulevard, Washington Park, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",0,31,41.794344,-87.619062,"41.7943,-87.6191",535.0,4,29,10,4.0,3.7416666666666667,2.3703703703703702
Public Rack - Calumet Ave & Garfield Blvd,"Amstar, 370, East Garfield Boulevard, Washington Park, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",0,31,41.794886,-87.617415,"41.7949,-87.6174",533.0,4,29,12,4.0,3.30625,2.4464285714285716
Public Rack - Normal Blvd & 61st Pl,"457, West 61st Place, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",0,31,41.782314,-87.637358,"41.7823,-87.6374",124.0,3,16,7,,0.0,2.21875
Public Rack - Racine Ave & 109th Pl,"Tabernacle Christian Academy, West 109th Place, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",2,31,41.694835,-87.653041,"41.6948,-87.653",402.0,2,22,3,0.0,1.95,2.5454545454545454
Public Rack - Torrence Ave & 103rd St,"D.C. Coleman Temple African Methodist Episcopal Church, 10250, South Torrence Avenue, Trumbull Park Terrace, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60409, United States",0,31,41.70843,-87.56026,"41.7084,-87.5603",263.0,6,12,3,2.025,,2.7083333333333335
Public Rack - Ada St & 119th St,"1215, West 119th Street, West Pullman, Chicago, Lake Township, Cook County, Illinois, 60827-6427, United States",0,31,41.677326,-87.654473,"41.6773,-87.6545",494.0,3,15,5,3.0,0.0,1.6333333333333333
Public Rack - Bishop St & 81st St,"Cook Elementary School, West 82nd Street, South Englewood, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.745827,-87.659849,"41.7458,-87.6598",191.0,4,24,3,4.0,1.1666666666666667,2.1739130434782608
Public Rack - Throop St & 109th Pl,"Tabernacle Christian Academy, West 109th Place, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",2,31,41.694944,-87.654377,"41.6949,-87.6544",340.0,2,17,4,0.0,1.95,2.4705882352941178
Public Rack - Torrence Ave  & 106th St,"10600-10606, South Torrence Avenue, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60409, United States",0,31,41.702566,-87.559923,"41.7026,-87.5599",253.0,2,9,1,0.0,,3.0
Public Rack - Halsted St & 41st St,"Stockyards Post Office, 4101, South Halsted Street, Stockyards Industrial Corridor, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.820147,-87.64568,"41.8201,-87.6457",507.0,6,17,10,4.25,4.014285714285714,2.8823529411764706
Public Rack - 532 E 43rd St,"518, East 43rd Street, Forestville, Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",0,31,41.816847,-87.613294,"41.8168,-87.6133",5005.0,4,44,16,3.85,3.6999999999999997,3.512790697674419
Public Rack - Martin Luther King Dr & 44th St,"Mollison Elementary School, South Doctor Martin Luther King Junior Drive, Forestville, Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",0,31,41.814445,-87.616265,"41.8144,-87.6163",3706.0,5,42,12,2.8875,2.6999999999999997,3.232926829268293
Public Rack - Pullman - Ross Dress for Less,"10800-10830, South Doty Avenue, Pullman, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",0,31,41.69868,-87.597,"41.6987,-87.597",154.0,1,11,5,,4.3,2.2
Public Rack - Michigan Ave & 119th St,"11900, South Michigan Avenue, West Pullman, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",1,31,41.677934,-87.620754,"41.6779,-87.6208",96.0,2,9,6,4.0,0.0,3.1875
Public Rack - Laflin St & 51st St,"51st Street & Laflin, West 51st Street, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.801354,-87.662076,"41.8014,-87.6621",401.0,4,43,5,2.5,2.3333333333333335,2.505952380952381
Public Rack - Colfax Ave & 83rd St,"2600, East 83rd Street, Cheltenham, South Chicago, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.744818,-87.561055,"41.7448,-87.5611",321.0,2,26,5,,3.55,2.46
Public Rack - Wood St & 47th St,"1801-1803, West 47th Street, New City, Chicago, Lake Township, Cook County, Illinois, 60638, United States",0,31,41.80864,-87.669974,"41.8086,-87.67",769.0,3,49,2,2.8333333333333335,,2.9908163265306125
Public Rack - Pullman - Walmart,"Walmart Supercenter, 10900, South Doty Avenue, Pullman, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",0,31,41.69696,-87.59829,"41.697,-87.5983",145.0,1,9,9,,4.142857142857143,2.5625
Public Rack - Kilbourn Ave & Fullerton Ave,"4510-4522, West Fullerton Avenue, Beat 2521, Hermosa, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",1,31,41.924447,-87.73998,"41.9244,-87.74",3373.0,4,52,6,4.5,4.016666666666667,3.6374999999999997
Public Rack - Kedvale Ave & Addison St,"Saint Viator Elementary School, 3618, North Kedvale Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",0,31,41.947174,-87.730837,"41.9472,-87.7308",11550.0,22,49,5,4.093333333333333,5.0,4.083333333333333
Public Rack - Karlov Ave & Milwaukee Ave,"3380-3382, North Milwaukee Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",0,31,41.942702,-87.730011,"41.9427,-87.73",9737.0,18,45,7,4.153846153846154,4.75,4.029761904761905
Public Rack - Wolcott Ave & 56th St,"5650, South Wolcott Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",0,31,41.791198,-87.671949,"41.7912,-87.6719",53.0,2,17,4,,0.0,1.6
Public Rack - Emerald Ave & 43rd St,"734-738, West 43rd Street, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.81643,-87.644754,"41.8164,-87.6448",345.0,5,18,11,4.25,4.016666666666667,3.0555555555555554
Public Rack - Kostner Ave & Armitage Ave,"4356, West Armitage Avenue, Beat 2522, Hermosa, Chicago, Jefferson Township, Cook County, Illinois, 60651, United States",0,31,41.917211,-87.736136,"41.9172,-87.7361",3028.0,9,54,8,3.8333333333333335,4.5,3.6666666666666665
Public Rack - Western Ave & 106th St - West,"10546, South Western Avenue, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.701379,-87.681826,"41.7014,-87.6818",2409.0,6,26,8,3.3000000000000003,1.2142857142857142,3.3653846153846154
Public Rack - Cottage Grove Ave & 89th Pl,"8938-8940, South Cottage Grove Avenue, Dauphin Park, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.731767,-87.604899,"41.7318,-87.6049",283.0,3,21,5,3.3333333333333335,0.0,1.975
Public Rack - Halsted St & 80th St,"8016-8022, South Halsted Street, Chester Highlands, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60628, United States",0,31,41.748175,-87.644238,"41.7482,-87.6442",445.0,7,35,6,4.25,0.0,2.3285714285714287
Public Rack - Bensley Ave & 103rd St,"10259, South Bensley Avenue, Trumbull Park Terrace, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.7084,-87.56319,"41.7084,-87.5632",263.0,5,12,3,2.025,,2.7083333333333335
Public Rack - Christiana Ave & 111th St,"3333-3335, West 111th Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.69137,-87.704809,"41.6914,-87.7048",2379.0,8,34,9,3.475,2.3285714285714287,3.062121212121212
Public Rack - Western Ave & 118th St,"Family Dollar, 11810, South Western Avenue, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",2,31,41.678349,-87.680919,"41.6783,-87.6809",530.0,3,17,4,2.5,4.0,2.4411764705882355
Public Rack - Homan Ave & 26th St,"3400-3410, West 26th Street, South Lawndale, Chicago, Cook County, Illinois, 60623, United States",0,31,41.84456,-87.710058,"41.8446,-87.7101",2602.0,5,54,8,4.125,3.8,3.8489999999999998
Public Rack - Hale Ave & 111th St,"1977, West 111th Street, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.691801,-87.671351,"41.6918,-87.6714",1870.0,9,23,10,2.9375,1.8,2.840909090909091
Public Rack - Sawyer Ave & Lawrence Ave,"3221-3227, West Lawrence Avenue, Ravenswood Manor, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",0,31,41.9683,-87.709435,"41.9683,-87.7094",10217.0,14,58,14,4.1850000000000005,4.075,4.251020408163265
Public Rack - Spaulding Ave & Foster Ave,"3244, West Foster Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",0,31,41.975921,-87.710415,"41.9759,-87.7104",9717.0,6,54,10,4.5,4.016666666666667,4.187234042553191
Public Rack - Homewood Ave & Monterey Ave,"Monterey & Homewood, West Monterey Avenue, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.691691,-87.670161,"41.6917,-87.6702",1870.0,9,23,10,2.9375,1.8,2.840909090909091
Public Rack - Troy & 111th St,"3145-3151, West 111th Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.691373,-87.700281,"41.6914,-87.7003",2253.0,8,33,9,3.475,2.3285714285714287,3.1227272727272726
Public Rack - Hoyne Ave & 110th Pl,"11057-11059, South Hoyne Avenue, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",4,31,41.692458,-87.674035,"41.6925,-87.674",1694.0,7,21,10,3.357142857142857,1.8,3.225
Public Rack - Baker Ave & 863rd Pl,"8304, South Baker Avenue, The Bush, South Chicago, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.743346,-87.550582,"41.7433,-87.5506",263.0,1,23,3,,1.0,2.6363636363636362
Public Rack - Marquette Ave & 83rd St,"2700-2702, East 83rd Street, Cheltenham, South Chicago, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.74476,-87.558624,"41.7448,-87.5586",317.0,2,25,5,,1.0,2.3541666666666665
Public Rack - Lowe Ave & 119th St,"639-643, West 119th Street, West Pullman, Chicago, Lake Township, Cook County, Illinois, 60628, United States",0,31,41.677708,-87.638711,"41.6777,-87.6387",113.0,4,16,4,3.6,0.0,2.63125
Public Rack - Ada St & 79th St,"7848-7852, South Ada Street, South Englewood, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.750522,-87.657252,"41.7505,-87.6573",201.0,5,24,4,4.25,0.875,2.0652173913043477
Public Rack - Aida Food Market,"7923-7925, South Halsted Street, Chester Highlands, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60628, United States",0,31,41.749896,-87.643693,"41.7499,-87.6437",522.0,8,32,7,4.333333333333333,0.0,2.640625
Public Rack - Milwaukee Ave & Waveland Ave,"3660, North Milwaukee Avenue, Peoples Gas, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",0,31,41.947472,-87.737875,"41.9475,-87.7379",11184.0,23,53,5,4.107692307692307,4.666666666666667,4.075
Public Rack - Drexel Ave & 87th St,"908, East 87th Street, Dauphin Park, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.736783,-87.602241,"41.7368,-87.6022",873.0,5,29,5,3.25,0.0,2.2142857142857144
Public Rack - Christiana Ave & Lawrence Ave,"3338-3360, West Lawrence Avenue, Ravenswood Manor, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",0,31,41.968547,-87.712582,"41.9685,-87.7126",10270.0,13,58,12,4.194444444444445,3.4,4.227083333333334
Public Rack - Greenwood Ave & 87th St,"Greenwood Place, 1111-1135, East 87th Street, Chatham, Burnside, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.736263,-87.596634,"41.7363,-87.5966",1415.0,6,40,5,3.12,0.0,2.6842105263157894
Public Rack - Maryland Ave & 87th ST,"814-822, East 87th Street, Dauphin Park, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.736995,-87.603968,"41.737,-87.604",986.0,6,30,7,3.25,0.5,2.4655172413793105
Public Rack - Christiana Ave & Bryn Mawr Ave,"3317-3325, West Bryn Mawr Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",0,31,41.982838,-87.71233,"41.9828,-87.7123",5287.0,2,41,13,4.5,3.9166666666666665,3.5256410256410255
Public Rack - Elizabeth St & 115th St,"1220, West 115th Street, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.684942,-87.65266,"41.6849,-87.6527",773.0,2,38,4,1.75,1.95,2.0473684210526315
Public Rack - Western Ave & 111th St - SE,"11103-11113, South Western Avenue, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.691665,-87.681022,"41.6917,-87.681",1776.0,6,21,7,3.3333333333333335,1.6,3.380952380952381
Public Rack - Longwood Dr & 111th St,"11107, South Longwood Drive, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.69163,-87.671782,"41.6916,-87.6718",1870.0,9,22,10,2.9375,1.8,2.9761904761904763
Public Rack - Yates Blvd & Exchange Ave,"7136-7152, South Exchange Avenue, Windsor Park, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.765088,-87.565918,"41.7651,-87.5659",1222.0,2,33,6,1.5,2.1666666666666665,2.903225806451613
